Track Name,Album Name,Artist Name(s),Record Label
Supermassive Black Hole,Black Holes and Revelations,Muse,Warner Records
Ur My Bby,Haunt U Forever,Ricky Eat Acid,Ricky Eat Acid
No Distance,No Distance,Morning Teleportation,Morning Teleportation
Do You Wanna Live?,Porco Mio,Los Porcos,Cracki Records
18,Burnout (Deluxe Version),Anarbor,Hopeless Records
Photo ID,I'm Allergic To Dogs!,Remi Wolf,Island Records
Uptown Girl,An Innocent Man,Billy Joel,Columbia
If You Want,FM-2030,Reptaliens,Captured Tracks
Comme Ça,Remember That Cool Thing We Did,South of France,Staycation Records
On Melancholy Hill,Plastic Beach,Gorillaz,Parlophone UK
Step,Modern Vampires of the City,Vampire Weekend,XL Recordings
99 Luftballons,99 Luftballons,Nena,Epic
Jessie's Girl,Playlist: The Very Best Of Rick Springfield,Rick Springfield,RCA/Legacy
Pharmacist,Pharmacist,Alvvays,Polyvinyl Records
Bobbi's Second World,Bobbi's Second World,The Orielles,Heavenly Recordings
Love You Til I Die,Love You Til I Die,RAT!hammock,Independent
Driving South,Suburban Light (Remastered),The Clientele,Merge Records
Separate Ways (Worlds Apart),Frontiers,Journey,Columbia/Legacy
When We're Dancing,Forget,Twin Shadow,4AD
Coming of Age,Coming of Age,Blondes,C3 Records
Starting Again,Starting Again,The Cry,Nwx
Naturally Lazy,Grown Up Wrong,Native America,Inflated Records
Dance With Me,Grown Up Wrong,Native America,Inflated Records
On My Mind,Voyager,FLEECE,Fleece Music
Coma,Some Stay,Sacred Spirits,Broken Circles
Empire Ants (feat. Little Dragon),Plastic Beach,Gorillaz;Little Dragon,Parlophone UK
Never Never,Can't Stand Me Now,The Libertines,Rough Trade
Laura,Lonely Women,TV Girl,TV Girl
Stretching,Inversions,Sports Coach,Spirit Goth Records
Midget Matzah,Midget Matzah,The Jokes,Funnybone Records
Living Proof,"It's the Big Joyous Celebration, Let's Stir the Honeypot",Teen Suicide,Run For Cover Records
Pork And Beans,Weezer,Weezer,Geffen
E-Pro,Guero,Beck,Interscope
Dealer,Blue Banisters,Lana Del Rey,Polydor Records
Lover Is a Day,wannabewithu,Cuco,Cuco
Steeeam,Shelly,Shelly,Orange Hill Records
Beta Club,LOOK!,Shimmertraps,Spirit Goth Records
Apocalypse Love Song,Apocalypse Love Song,Bickle,Bickleboy Big International
Shadow On The Wall,Pleasure Line,Video Age,Winspear
I Want It That Way,Millennium,Backstreet Boys,Jive
Eighteen Is over the Hill,A Child's Guide To Good And Evil,The West Coast Pop Art Experimental Band,Rhino
When The Lights Go Out,Crybaby,Crybaby,Co-operative Music
Please,Side Trips (Expanded Edition),Kaleidoscope,Legacy Recordings
Golden Reservoir,Golden Reservoir,Who Boy,Nice Guys
I Get Lost In You In The Summertime,Summer in Pain,Jimmy Whispers,Field Mates Records
Take It or Leave It,Melophobia,Cage The Elephant,RCA Records Label
Surf Song,A Jump From The High Dive,Sean Henry,Double Double Whammy
Check The Weather,Mystery Hour,Pavo Pavo;Oliver Hill,Bella Union
Cup,Already Out of Time,Stoop Kids,"Stoop Kids, LLC"
The Boy,Onion,Shannon & The Clams,Easy Eye Sound
Class Historian,Just Enough Hip To Be Woman,BRONCHO,Dine Alone Music
Gypsy,Run For Cover Subscription Singles Series #3,Tigers Jaw,Run For Cover Records X Tigers Jaw
Goodbye Stranger,A Tribute to Supertramp - Dreamer,The Dreamers,Spite
The Way It Is,Room On Fire,The Strokes,RCA Records Label
Red Light,First Impressions Of Earth,The Strokes,RCA Records Label
Roll Back The Years,Digital Zodiac,Dorsal Fins;Joe Neptune,Dot Dash Recordings
Forever,Forever,Night Tapes,Breaker Breaker
Honey,Raw Honey,Drugdealer;Weyes Blood,Mexican Summer
Between Love & Hate,Room On Fire,The Strokes,RCA Records Label
Lucidity,InnerSpeaker,Tame Impala,Interscope
Strawberry Season,Dreams,Aubrey Huntsman,regalrecords
Indian Food,Quantum Leap,Dumbo Gets Mad,Bad Panda Records
I Follow You,Melody's Echo Chamber,Melody's Echo Chamber,Weird World
Youthless,Amanecer,Millionyoung,Old Flame Records
Skin Gets Hot,Skin Gets Hot,Fraternal Twin,Homeworld
Lost Weekend,Blowout,The So So Glos,Votiv Music
Made for Me,CI Singles (308),charlie,758415 Records DK
What's Important,Beat Happening,Beat Happening,K Records
Days to Remember,Pop Therapy,Video Age,Inflated Records
Dear Stranger,Future Past Life,STRFKR,Polyvinyl Records
Looking Backward,Emotional Eternal,Melody's Echo Chamber,Domino Recording Co
Alma_The Voyage,Emotional Eternal,Melody's Echo Chamber,Domino Recording Co
Poison,Drugs,The Symposium,The Symposium
Madagascar,Let's Build a Roof,LAKE,K Records
Norfolk Hotel,Norfolk Hotel,Melody's Echo Chamber,Fat Possum
This and That,This and That,Legwurk,1855647 Records DK2
Afraid To Feel,Afraid To Feel,LF SYSTEM,Warner Records
9 to 5,9 To 5 And Odd Jobs,Dolly Parton,RCA Records Label
Pomeranian Spinster,Blue Rev,Alvvays,Polyvinyl Records
Lottery Noises,Blue Rev,Alvvays,Polyvinyl Records
Looking For Something,Half Life,CASTLEBEAT,Spirit Goth Records
Cinema,Half Life,CASTLEBEAT,Spirit Goth Records
Haha,Flower of Devotion,Dehd,Fire Talk
Ignore Tenderness,PRE PLEASURE,Julia Jacklin,Polyvinyl Records
Walking the Cow,Hi How Are You,Daniel Johnston,Eternal Yip Eye Music
I Can't Think of Anybody but U,Twenty Something Nightmare,Vista Kicks,Little Hook Records
Special Moment,When I Think Of You In A Castle,Post Animal,Polyvinyl Records
How Can You Really,…And Star Power,Foxygen,Jagjaguwar
Brooke,Brooke,Flour;Worn-Tin,Flour
City Club,City Club,The Growlers,Cult Records
Windowpane,Timeline,Mild High Club,Circle Star Records
Les,Camp,Childish Gambino,Glassnote Entertainment Group LLC
Idiot,Idiot,Sure Sure,Sure Sure
yellowstoned,cellar belly,wished bone,wished bone
Honey,Honey,Oldboy,Raund Haus
Lofi,We Share a Similar Joy,JW Francis,Sunday Best Recordings
Stoned 2,Vault Vol. 2,STRFKR,Polyvinyl Records
Space Song,Depression Cherry,Beach House,Sub Pop Records
Take Care,Teen Dream,Beach House,Sub Pop Records
Dreams and Nightmares,Dreams and Nightmares (Deluxe Edition),Meek Mill,MMG/Warner Records
Best Around,Jun-09,Toro y Moi,Carpark Records
Nothing in This Town,Moonlight Baby,The Dig,Roll Call Records
My Head & My Heart - Claptone Remix,My Head & My Heart (Claptone Remix),Ava Max;Claptone,Atlantic Records
As Long As We're Together,Do Hollywood,The Lemon Twigs,4AD
Let Me Mend The Past,Float Along - Fill Your Lungs,King Gizzard & The Lizard Wizard,KGLW
Cherry Picking,Before the World Was Big,Girlpool,Wichita Recordings
"Ivy - Live at the Capitol Theater, Olympia, WA",Commit Yourself Completely,Car Seat Headrest,Matador
TTYL,Morabeza Tobacco,Morabeza Tobacco,Luminelle Recordings
Just Can’t Get Enough,The Beginning,Black Eyed Peas,A&M
Keeping Your Head Up,Beautiful Lies,Birdy,Atlantic Records UK
Somewhere in the Universe,I'm Sorry I'm Like This,Pity Party (Girls Club),"PPGC, under exclusive license to Amuseio AB"
Sad Eyes,Collected Singles and EPs,Mini Dresses,Joy Void
Sweet,Cigarettes After Sex,Cigarettes After Sex,PTKF
Be Your Girl (Kaytranada Edition),Be Your Girl (Kaytranada Edition),Teedra Moses;KAYTRANADA,eOne Music Canada
Wherever You Go,B-Sides and Rarities,Beach House,Sub Pop Records
Inside Out,Stratosphere,Duster,Numero Group
10-Sep,POST-,Jeff Rosenstock,Polyvinyl Records
It Should Have Been Me,The Bitch Is Black,Yvonne Fair,UNI/MOTOWN
Somebody Else,Somebody Else,Pynch,Chillburn Recordings
Un fiore per coltello,Senontipiacefalostesso Uno,L'Officina Della Camomilla,Garrincha Dischi
The Promise,When In Rome,When In Rome,Virgin
Sweet Thing,Wild Onion,Twin Peaks,Grand Jury Music
Grand & Stately,The Bell Box,Chloe Frances,Chloe Frances
Heaven Falls / Fall on Me,Heaven Falls / Fall on Me,Surfaces,Surfaces Music
Pressure To Party,Crushing,Julia Jacklin,Polyvinyl Records
Southern Nights,Southern Nights,Glen Campbell,Capitol Records
Did My Best,Did My Best,The Voidz,Terrible Records
Crystal Night,Satan's Graffiti or God's Art?,Black Lips,Fire Records
If You Could,If You Could,Harmless,Nettwerk Music Group
A Real Hero,A Real Hero EP,College;Electric Youth,Valerie
Thuggin,Mixtape Mindstate,Citizens,Microphone Check Records
#20,Selected Ambient Works Volume II,Aphex Twin,Warp Records
Passed You By,Freedom Is Free,Chicano Batman,ATO Records
I Melt with You,After the Snow,Modern English,Blixa Sounds
My Way,My Way,Calvin Harris,Columbia
Space Age Love Song,A Flock Of Seagulls,A Flock Of Seagulls,Jive
Porcelain,Play & Play: B Sides,Moby,Little Idiot
Shoes Too Tight,Due North,Liam Kazar,Woodsist / Mare
1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,Virgin Records
Milk - 2021 Remaster,You Will Never Know Why (2021 Remaster),Sweet Trip,Darla
I Won't Share You - 2011 Remaster,"Strangeways, Here We Come",The Smiths,WM UK
Something's Coming,Something's Coming,Worn-Tin,Worn-Tin
FANTAZIA,GRAFFITI,Roy Blair,Chasing Moving Trains
Not My Baby,Antisocialites,Alvvays,Polyvinyl Records
It's Personal,Pet Grief,The Radio Dept.,Just So!
Back to the Middle,Monomania,Deerhunter,4AD
1995,Lesser Matters,The Radio Dept.,Just So!
Green Rain,Green Rain,Mvzonik,Shinobi Tribe Records
Send Me Your Love,Salutations,Fletcher C Johnson,Cocomo Records
Never Say Never,"Warm, In Your Coat",Romeo Void,Columbia/Legacy
My Sweet Lord - Remastered 2014,All Things Must Pass (Remastered 2014),George Harrison,UMC (Universal Music Catalogue)
Woo,7,Beach House,Sub Pop Records
Union City Blue - Single Version,Eat To The Beat,Blondie,Chrysalis\EMI Records (USA)
Sunshine Girl - Demo,Sunshine Girl,Jakob,Playground Music
Post Modern Fade,27 Club,Cottonwood Firing Squad,cottonwood/death/squad.mp3
Disorder,Disorder,Freak Slug,Nice Guys
want to die,Sexton Blake,Josh Hodges,Expunged Records
Why'd You Have To Act Like That Though,Why'd You Have To Act Like That Though,Inner Wave,Inner Wave
White Light Doorway,The Birds Outside Sang,Florist,Double Double Whammy
An Abundance of Strawberries,An Abundance of Strawberries,Julia Brown,Joy Void
I Will,"Night Time, My Time",Sky Ferreira,Capitol Records (CAP)
El Apagón,Un Verano Sin Ti,Bad Bunny,Rimas Entertainment LLC
Baby Baby,Baby Baby,Noizu,Techne
I'm Free,Young Love / No One Will Dance / Neon Gold,Current Joys,Current Joys
You're Either On Something,Hot Motion,Temples,ATO Records
Golden Light,Miracle Mile,STRFKR,Polyvinyl Records
Habit - Blood Cultures Remix,Slice of Paradise (The Remixes),Cool Company;Blood Cultures,Cool Company
Wednesday,Shawcross,Good Morning,Virgin Music Label And Artist Services Australia (P&D)
Prayer Knees,Max Baker,Tijuana Panthers,Innovative Leisure
Kimiko!,Nisemono,Ginger Root,Acrophase Records
Nisemono,Nisemono,Ginger Root,Acrophase Records
I'm Waiting for the Man - May 1965 Demo,"Words & Music, May 1965",Lou Reed,Light in the Attic
Shivers,I Am Fog,Ashley Paul;Yoni Silver;Otto Willberg,Orange Milk
its all good,off the grid,Yot Club,Yot Club under exclusive license to Amuseio AB
Wonder,Wonder,Billy Lemos;Still Woozy;MTMBO,Dial-Up Dreams
Dancing in My Dreams,Home Style,The Memories,Randy Records
I Found a Reason - 2015 Remaster,Loaded (2015 Remaster),The Velvet Underground,Rhino Atlantic
Really Want to See You Again,Really Want to See You Again,more*,Warner Records
Adult,Adult,Christian Leave,Warner Records
Hentai,Cry,Cigarettes After Sex,PTKF
Fired from the Vogue Pt. 2,Ovens,Ovens,Tankcrimes
I’ll Be Your Mirror,I’ll Be Your Mirror,Courtney Barnett,Verve
Pcp Song,Ovens,Ovens,Tankcrimes
Millennium,MAHAL,Toro y Moi;The Mattson 2,Dead Oceans
Walk in the Park,Teen Dream,Beach House,Sub Pop Records
Trees and Flowers,1982 4 Piece Demo,Strawberry Switchblade,Night School
Summer Storm,Taboo,Fox + Sui,Two Bright Lakes
Instrumental 3,If Blue Could Be Happiness,Florist,Double Double Whammy
"No One Will Dance, Pt. 1",Young Love / No One Will Dance / Neon Gold,Current Joys,Current Joys
Falling Forward,CASTLEBEAT,CASTLEBEAT,Spirit Goth Records
Time to Try Again,Shawcross,Good Morning,Virgin Music Label And Artist Services Australia (P&D)
Garden,Basketball Breakups,Good Morning,Virgin Music Label And Artist Services Australia (P&D)
Pale Blue Eyes - May 1965 Demo,"Words & Music, May 1965",Lou Reed,Light in the Attic
(dream) - remaster,melanchole (remaster),salvia palth,Danger Collective Records
I'd Never Leave,Hard Times / Bad Trips,Pity Party (Girls Club),"PPGC, under exclusive license to Amuseio AB"
Bloody,2013,Current Joys,Current Joys
Only You,Rock And Roll Night Club,Mac DeMarco,Spunk
Spanish Coin,It's Not Them. It Couldn't Be Them. It Is Them!,Guided By Voices,GBV Inc
Harness Your Hopes - B-side,Brighten the Corners: Nicene Creedence Ed.,Pavement,Matador
In the Kingdom,Seasons of Your Day,Mazzy Star,Rhymes of an Hour Records
Oui-Oui (A Canadian in Paris),Oui-Oui (A Canadian in Paris),Pulsallama,Sundazed Music / Modern Harmonic
Blue,"The Land, The Water, The Sky",Black Belt Eagle Scout,Saddle Creek
Egyptian Robe,F O R T R E S S,Miniature Tigers,Modern Art Records
Amtrak,Looking Back,Los Retros,Stones Throw Records
Magalenha,Brasileiro,Sérgio Mendes,Craft Recordings
The Conservation of Energy,Choose Your Own Adventure,Vanishing Twin,Soundway Records
Last Day,Carpe Diem,Walter TV,Sinderlyn
Siin,Habibi,Habibi,Habibi
FFunny FFriends,Unknown Mortal Orchestra,Unknown Mortal Orchestra,Times Music
Lullaby in Paradise,Gorilla Rose,Kid Congo & the Pink Monkey Birds,In The Red
Stereo,Visions of Backbeat,BoomBox,Heart of Gold Records
People Everywhere (Still Alive),The Universe Smiles Upon You,Khruangbin,Late Night Tales
Nanã,Caravelle,Polo & Pan,Universal Music Division Virgin Music Distribution Deal
Profite - Kazy Lambist Remix,Profite (Remixes),Moi Je;Antoine Lartigue;Simon Berard;Loïc Lassablière;Babil Lachheb;Kazy Lambist,Crosswalk Records
Principia,Principia,En Attendant Ana,Trouble In Mind Records
La vie est belle,La vie est belle,La Belle Vie,Pont Futur
Come And Play In The Milky Night (Demo),Cobra And Phases Group Play Voltage In The Milky Night (Expanded Edition),Stereolab,Duophonic / Warp Records
JOY (God Only Knows),JOY (God Only Knows),Joy Anonymous,Universal-Island Records Ltd.
Pyramids,channel ORANGE,Frank Ocean,Red Zone Entertainment / IDJ
Beach Life-In-Death,Twin Fantasy,Car Seat Headrest,Matador
Homage,Skiptracing,Mild High Club,Stones Throw Records
Asc. Scorpio,Asc. Scorpio,Oracle Sisters,22TWENTY
You Might Be Sleeping,Bedroom Tapes,Jakob;Clairo,Playground Music
Redbone,"""Awaken, My Love!""",Childish Gambino,Glassnote Entertainment Group LLC
Take A Chance On Me,The Album,ABBA,Polar Music International AB
No Wheres Home,Nowheres Home,Noah Shepherd,Noahfreakingshepherd
Youth,Beach Fossils,Beach Fossils,Bayonet Records
Get in My Car,Bad Behavior,BRONCHO,BRONCHO Worldwide
20180913,One Wayne G,Mac DeMarco,"Mac DeMarco, LLC"
We're On the Run,Summer House,Gold Motel,Good as Gold Records
Swing Lo Magellan,Swing Lo Magellan,Dirty Projectors,Domino Recording Co
COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,Polydor Records
Goodbye Horses,Goodbye Horses - Single,Q Lazzarus,Mon Amie Records
"Old, New Bycicle",The Acrobats,Helvetia,The Static Cult Label
3 Malas,3 Malas,JOHN ELLE,Hysterical
Morenita - Matroda Remix,Morenita (Matroda Remix),HUGEL;Cumbiafrica;Matroda,Cr2 Records
Sleepaway,Goose Bumps,Boyscott,Topshelf Records
Intimate,Slow Dance in the Cosmos,Porches,Exploding In Sound Records
Bill Murray,Voices,Phantogram,Universal Records
Crave You,Down To Earth,Flight Facilities;Giselle,Future Classic
Watching Him Fade Away,This Old Dog,Mac DeMarco,Captured Tracks
Pretty Bones,I'm Sure,Harmless,Nettwerk Music Group
Valentina,Valentina,Daniel Caesar,Republic Records
The Sun,Born a Loser,Myd,Ed Banger Records
Pantyhose,French Exit,TV Girl,TV Girl
There'll Always Be Stars in the Sky,Desert,Shah Marg;Monster Rally,Monster Rally
What's Enough pt.2,Cirque Du Freak,Junior Mesa,Nice Life Recording Company
The Stars Keep On Calling My Name,2,Mac DeMarco,Spunk
Woman,Mother’s Milk,Clean Cut Kid,Babe Magnet Records
Pictures of You,Hiding in Plain Sight,Drugdealer;Kate Bollinger,Mexican Summer
Red River,Red River,The Symposium,The Symposium
The Physical Attractions,The Symposium,The Symposium,The Symposium
Daytime,Artificial Flavors,Lunar Vacation,Lunar Vacation
Forgot Again,Loving,Loving,Blue Heron Music
The Good Mr. Square,Parachute,The Pretty Things,Madfish Music
Take My Hand,Witchazel,Matt Berry,Acid Jazz UK
Memory Pools,Swung from the Branches,Foxes In Fiction,Orchid Tapes
Billy & I,Hurts So Bad,Travis Bretzer,Cool Delta Recordings
Leave You Alone,Photos,Sea of Lettuce,Sea of Lettuce
U Should Know,Bitter Suites,Travis Bretzer,Human Sounds Records
Get Up And Love Me,Bitter Suites,Travis Bretzer,Human Sounds Records
Chicago New York,The Last Match,The Aislers Set,Slumberland Records
Bang Bang Bang,The Last Match,The Aislers Set,Slumberland Records
You Only Live Twice,Baroque Primitiva,Alvarius B.,Abduction
The Fort,With a Beaker on the Burner and an Otter in the Oven,Alvarius B.,Abduction
I,Shebang,Oren Ambarchi,Drag City
My Girls,Merriweather Post Pavilion,Animal Collective,Domino Recording Co
Forever - Single Version,Forever,The Little Dippers,University Records
Godsend,You Turn Me On,Beat Happening,Domino Recording Co
Following You,Un,Chumbawamba,No Masters
We Changed our Name to Spirit Ghost,We Changed Our Name To Spirit Ghost,Sexy Girls;Spirit Ghost,Sexy Girls
Like a Rolling Stone,Highway 61 Revisited,Bob Dylan,Columbia
Zebra,Teen Dream,Beach House,Bella Union
My God Has A Telephone,My God Has a Telephone,The Flying Stars Of Brooklyn NY;Aaron Frazer,Colemine Records
Elvis,Elvis,Noble Son,Noble Son
The Dinner Party,Baroque Primitiva,Alvarius B.,Abduction
Maud Gone,Teens of Style,Car Seat Headrest,Matador
What’s Important,Beat Happening,Beat Happening,Domino Recording Co
"Nameless, Faceless",Tell Me How You Really Feel,Courtney Barnett,Mom+Pop
Paprika,Jubilee,Japanese Breakfast,Dead Oceans
Playing On The Radio,Dark Thoughts,The Shivas,Tender Loving Empire
If You See Me,Dark Thoughts,The Shivas,Tender Loving Empire
IDC Lucky # 13,Dark Thoughts,The Shivas,Tender Loving Empire
Can You Feel It Too?,Dark Thoughts,The Shivas,Tender Loving Empire
Nancy From Now On,Fear Fun,Father John Misty,Sub Pop Records
Te Amo,Parallax,Atlas Sound,4AD
Empyrean Abattoir,Aureate Gloom,of Montreal,Polyvinyl Records
"Gypsy That Remains (feat. Locate S,1)",UR FUN,"of Montreal;Locate S,1",Polyvinyl Records
No Woman,Light Upon the Lake,Whitney,Secretly Canadian
The Next Time Around,Little Joy,Little Joy,Som Livre
TV Dream,Static,Cults,Columbia
Golden Brown,La Folie,The Stranglers,Parlophone UK
Killer Whale,Goose Bumps,Boyscott,Topshelf Records
Last Call for Buss,Serfs of Today,Jons,Solitaire Recordings Inc.
On the Brink,The Glow,Gold Celeste,Riot Factory
Rock Me Baby,Feels So Good // Feels So Bad,The Shivas,Tender Loving Empire
So Cold,Feels So Good // Feels So Bad,The Shivas,Tender Loving Empire
Sometimes,Feels So Good // Feels So Bad,The Shivas,Tender Loving Empire
Window,Carpet Dope,The Pesos,Lolipop Records
A Couple Swim,Sleep On The Wing,Bibio,Warp Records
Lightspout Hollow,Sleep On The Wing,Bibio,Warp Records
I Love You,Free The Bees,The Bees,Virgin Records
Back Pocket,Thrill of the Arts,Vulfpeck,Vulf Records
"Midnight, The Stars and You","Midnight, The Stars and You",Deerhoof,Famous Class
Tunnelvision,Here We Go Magic,Here We Go Magic,Universal Music Australia Pty. Ltd.
S’vive,Ambivalence Avenue,Bibio,Warp Records
Equestrian,Multi-task,Omni,Trouble In Mind Records
Light Leave Your Eyes,Time,Alex Calder,3426698 Records DK
We Could Walk Together,Suburban Light (Remastered),The Clientele,Merge Records
I’ll Be Loving You,Invisible Girl,The King Khan & BBQ Show,In The Red
"Clampdown - The End Has No End B-Side / Live at Alexandra Palace, London, UK - Dec. 5, 2003",The Singles - Volume 01,The Strokes,Legacy Recordings
"I'll Try Anything Once (""You Only Live Once"" demo) - Heart In a Cage B-Side",The Singles - Volume 01,The Strokes,Legacy Recordings
Forever,Presenting Pete Drake,Pete Drake,Universal Digital Enterprises
Never Going Home,Just Give In / Never Going Home,Hazel English,Marathon Artists
The Divine Chord,We Will Always Love You,The Avalanches;MGMT;Johnny Marr,Universal Music Australia Pty. Ltd.
So Hot You're Hurting My Feelings,Pang,Caroline Polachek,Perpetual Novice
Eulogy for You and Me,Clocks and Hearts Keep Going,Tanya Davis,Tanya Davis
Losing Game,The Sonic Crystal EP,The Symposium,The Symposium
What Would I Do?,What Would I Do?,Strawberry Guy,Melodic
Somethin' Stupid,The World We Knew,Frank Sinatra;Nancy Sinatra,FRANK SINATRA DIGITAL REPRISE
Free Weed (produced by Unkle Funkle),Introducing,Free Weed,Bad Diet
Sensitive Artist,Mystical Shit/Fluting on the Hump,King Missile,Instinct Records
You Can Have It All,And Then Nothing Turned Itself Inside-Out,Yo La Tengo,Matador
Like The Old Days,Like The Old Days,Barry Can't Swim,Technicolour
Emma Blowgun's Last Stand,When Your Heartstrings Break,Beulah,Beulah
Green River,Real Estate,Real Estate,Real Estate The Band
Dull Boy,Chinese Fountain,The Growlers,Everloving Records
Shelter Song,Sun Structures (Deluxe Version),Temples,Fat Possum
Anchin Kfu Ayinkash,Wede Harer Guzo,Hailu Mergia;Dahlak Band,Awesome Tapes From Africa
The Keys,Soft Times,Matt Duncan,Soul Step Records | Hop Hop
Ladyfingers,Whipped Cream & Other Delights,Herb Alpert & The Tijuana Brass,Shout! Factory
I Heard Your Name,See Me Ridin',Martin Rev,Bureau B
She's a Betty,After the Gold Rush Party,Husbands,Cowboy 2.0
Master of None,Beach House,Beach House,Lemon Glow Records
Feel It All Around,Life of Leisure,Washed Out,Washed Out
Put a Light On,Heza,Generationals,Polyvinyl Records
Forever out of Time,Dream Room,Tokyo Tea Room,Nice Guys
Tangerine,Tangerine,Tommy Newport,Artist Partner Group
Look On Down From The Bridge,Among My Swan,Mazzy Star,Capitol Records
Come On Home,Horizon Unlimited,The Lijadu Sisters,Numero Group
You Are My Heart,Nigeria 70 - Lagos Jump,Rex Williams,Strut
Crows - Rest in Bigger Pieces Mix,Nervous Young Man,Car Seat Headrest,551448 Records DK
Cannock Chase,Crying Laughing Loving Lying,Labi Siffre,Edsel
Summerboy,The Fame,Lady Gaga,Interscope
Chinatown,Roll The Bones X,Shakey Graves,Dualtone Music Group
Spidey's Curse,Arabia Mountain,Black Lips,Fire Records
Lou's Tune,Lou's Tune,DARGZ;Moses Boyd,Papercup Records
The Last Year,Here in the Pitch,Jessica Pratt,Mexican Summer
July,The Year of Hibernation,Youth Lagoon,Fat Possum
The Night Me and Your Mama Met,"""Awaken, My Love!""",Childish Gambino,Glassnote Entertainment Group LLC
Talk is Cheap,Tell Your Friends,Dr. Dog,We Buy Gold Records
Cecilia,Bridge Over Troubled Water,Simon & Garfunkel,Columbia
I Just Got So High,I Just Got So High,Gabriella Cohen;Ryan Riback,Teamwrk Records
I hope that you think of me,Hard Times / Bad Trips,Pity Party (Girls Club);Lucys,"PPGC, under exclusive license to Amuseio AB"
Stone Killer,Stone Killer,26fix,MakeOutMusic Records
Spray Paint,Auto-Pain,Deeper,Fire Talk
I'm So Glad,The Kingdom of Heaven Must Be Taken by Storm,Entrance,Tiger Style
Agitations tropicales,Odyssée - EP,L'Impératrice,microqlima
Reflections After Jane,Suburban Light,The Clientele,Pointy Records
I Think Of You,Coming From Reality,Rodríguez,Clarence Avant Catalog
Thoughts in My Mind,Thoughts in My Mind,Donnie & Joe Emerson;Eldon,Light In The Attic
In Ear Park,In Ear Park,Department Of Eagles,4AD
Every Night,Volcano,Jungle,Caiola Records
Got Caught in Amsterdam,The Thief in Marrakesh Got Caught in Amsterdam Trying to Escape,Arc De Soleil,Epidemic Sound
Fireflies Made out of Dust,Tastes the Broom,Happy Jawbone Family Band,Mexican Summer
I like u,I like u,Tove Lo,Pretty Swede Records
Voodoo,Voodoo,Gorgon City,Positiva
Madres,Madres,Sofia Kourtesis,Ninja Tune
Imigradan,Eghass Malan,Les Filles de Illighadad,Sahel Sounds
Bound,2+2+1=,The Ponderosa Twins Plus One,Numero Group
Tezeta,New York - Addis - London: The Story of Ethio Jazz 1965-1975,Mulatu Astatke,Strut
Everybody's Talkin',Hits of the 60's,Harry Nilsson,UME - Global Clearing House
Eugene,Collapsed In Sunbeams,Arlo Parks,Transgressive
Mrs Magic,Mrs Magic,Strawberry Guy,Melodic
It's Been a Little Heavy Lately,Permanent Damage,Joesef,Bold Cut
Sugar Town,Sugar,Nancy Sinatra,"Boots Enterprises, Inc."
Oh No Darling!,Oh No Darling!,Sarah Kinsley,Sarah Kinsley Verve Forecast
This Feeling,Sound & Color (Deluxe Edition),Alabama Shakes,Rough Trade
Before You Gotta Go,"Things Take Time, Take Time",Courtney Barnett,Mom+Pop
It Girl,Thank God For Mental Illness,The Brian Jonestown Massacre,'a' Records
Red Lady,Hearts On Fire: Anthology,Phil Cordell,Cherry Red Records
What it Takes to Make You Love Me,Piper Oz the Hound,Art Lown,Anthology Recordings
I Wonder Why My Favorite Boy Leaves Me In The Rain,I Wonder Why My Favorite Boy Leaves Me An EP,The Marshmallow Kisses,The Marshmallow Kisses
Born to Love You,14 Chartbuster Hits,Derrick Harriott,Crystal Records
Los Angeles,Women In Music Pt. III,HAIM,Columbia
Sound and Vision - 2017 Remaster,Low (2017 Remaster),David Bowie,Parlophone UK
Badala Zamana (Habibi Funk 015),Badala Zamana (Habibi Funk 015),Zohra,HABIBI Funk Records
Amponsah,Ebo Taylor,Ebo Taylor,Mr Bongo
Secret Teardrops,See Me Ridin',Martin Rev,Bureau B
"Quit Your Job, Runaway!","Quit Your Job, Runaway!",Junior Mesa,Nice Life Recording Company
Beginning,The Return of The Durutti Column,The Durutti Column,London Music Stream/Because Music
The Sweetest Gift,The Sweetest Gift,Sulah Jordan,Sulah Jordan
Baby Lef Marah,The Sounds of S.E. Rogie,S.E. Rogie,Mississippi Records
I Just Want To Talk To You,I Just Want To Talk To You,Charles Brown;Sleepy Creek,Numero Group
Suzanne,To Love Somebody (Expanded Edition),Nina Simone,RCA/Legacy
Slinky,On The Lips,Molly Lewis,Jagjaguwar
In God You Must Trust,Small Axe (Music Inspired By The Original TV Series),Mica Levi,Motown Records UK
Sadness As A Gift,Sadness As A Gift,Adrianne Lenker,4AD
FTA,"FTA b/w Far, Far Away",Whitney,Secretly Canadian
Holy Ghost,Dopamine,BØRNS,UMGRI Interscope
Le temps de l'amour (Remastered),Canciones de Amor Vol.8: Francia,Françoise Hardy,C.R. Digital Contents
So Far out of Control,You Make Me Wanna Die,The Shivas,K Records
Man On My Mind,Lake Tear of the Clouds,Cornelia Murr,Autumn Tone Records
Better Than,Bad Self Portraits,Lake Street Dive,Signature Sounds Recordings
Can't Help Myself,The Archer,Alexandra Savior,30th Century Records
Infinite Bliss,Tulips,Maston,Phonoscope
Slowdown,Eternal Slowdown,Brad stank,B stank
